"Package";"Version";"License";"NeedsCompilation";"recDep";"depLen";"OBSpkg";"File";"OBSVersion"
"sparsio";"1.0.1";"GPL (>= 2) | file LICENSE";"yes";"Rcpp";1;"R-sparsio";"sparsio_1.0.1.tar.gz";"1.0.1"
"SPAS";"2020.1.1";"GPL (>= 2)";"yes";"BB msm numDeriv plyr TMB RcppEigen quadprog mvtnorm expm Rcpp";10;NA;NA;NA
"spate";"1.7";"GPL-2";"yes";"mvtnorm truncnorm";2;NA;NA;NA
"SpatEntropy";"0.1.0";"GPL-3";"no";"spatstat spatstat.data spatstat.utils deldir abind tensor polyclip goftest";8;NA;NA;NA
"SPAtest";"3.0.2";"GPL (>= 2)";"no";"";0;"R-SPAtest";"SPAtest_3.0.2.tar.gz";"3.0.2"
"spatgraphs";"3.2-2";"GPL (>= 2)";"yes";"Rcpp";1;"R-spatgraphs";"spatgraphs_3.2-1.tar.gz";"3.2-1"
"spathial";"0.1.2";"GPL-3";"no";"pracma igraph matrixStats Rtsne knitr rmarkdown irlba magrittr pkgconfig evaluate highr markdown stringr yaml xfun htmltools base64enc jsonlite mime tinytex Rcpp digest rlang glue stringi";25;NA;NA;NA
"spatial";"7.3-12";"GPL-2 | GPL-3";"yes";"";0;"R-spatial";"spatial_7.3-12.tar.gz";"7.3-12"
"SpatialAcc";"0.1-4";"GPL (>= 2)";"no";"sp";1;"R-SpatialAcc";"SpatialAcc_0.1-4.tar.gz";"0.1-4"
"SpatialBall";"0.1.0";"GPL (>= 2)";"no";"dplyr hexbin ggplot2 lubridate RColorBrewer ellipsis generics glue lifecycle magrittr R6 rlang tibble tidyselect vctrs digest gtable isoband scales withr Rcpp testthat farver labeling munsell viridisLite cli crayon fansi pillar pkgconfig purrr assertthat colorspace utf8 evaluate pkgload praise desc pkgbuild rprojroot rstudioapi callr prettyunits backports processx ps";47;NA;NA;NA
"SpatialBSS";"0.8";"GPL (>= 2)";"yes";"Rcpp JADE sp RcppArmadillo clue";5;"R-SpatialBSS";"SpatialBSS_0.8.tar.gz";"0.8"
"spatialClust";"1.1.1";"GPL-2";"no";"rgeos sp ggplot2 maptools digest glue gtable isoband rlang scales tibble withr Rcpp testthat farver labeling lifecycle munsell R6 RColorBrewer viridisLite cli crayon ellipsis fansi magrittr pillar pkgconfig vctrs assertthat colorspace utf8 evaluate pkgload praise desc pkgbuild rprojroot rstudioapi callr prettyunits backports processx ps";44;NA;NA;NA
"spatialCovariance";"0.6-9";"GPL";"no";"";0;"R-spatialCovariance";"spatialCovariance_0.6-9.tar.gz";"0.6-9"
"spatialEco";"1.3-2";"GPL-3";"no";"sp sf raster spatstat spdep rgeos Rcpp classInt DBI magrittr units spatstat.data spatstat.utils deldir abind tensor polyclip goftest spData LearnBayes coda expm gmodels e1071 gdata gtools";26;NA;NA;NA
"SpatialEpi";"1.2.3";"GPL-2";"yes";"sp Rcpp maptools spdep RcppArmadillo spData sf deldir LearnBayes coda expm gmodels gdata classInt DBI magrittr units raster e1071 gtools";20;NA;NA;NA
"SpatialEpiApp";"0.3";"GPL-3";"no";"dplyr dygraphs ggplot2 htmlwidgets knitr leaflet mapproj maptools RColorBrewer rgdal rgeos rmarkdown shiny shinyjs SpatialEpi spdep xts ellipsis generics glue lifecycle magrittr R6 rlang tibble tidyselect vctrs htmltools zoo digest gtable isoband scales withr jsonlite yaml evaluate highr markdown stringr xfun base64enc crosstalk png raster sp viridis leaflet.providers maps mime tinytex httpuv xtable sourcetools later promises crayon fastmap Rcpp RcppArmadillo spData sf deldir LearnBayes coda expm gmodels lazyeval gdata BH testthat farver labeling munsell viridisLite classInt DBI units stringi cli fansi pillar pkgconfig purrr gridExtra e1071 assertthat gtools colorspace utf8 pkgload praise desc pkgbuild rprojroot rstudioapi callr prettyunits backports processx ps";101;NA;NA;NA
"SpatialExtremes";"2.0-8";"GPL (>= 2)";"yes";"maps fields spam dotCall64";4;NA;NA;NA
"spatialfil";"0.15";"GPL-2";"yes";"abind fields spam maps dotCall64";5;NA;NA;NA
"SpatialFloor";"1.1.0";"GPL (>= 2)";"no";"fields reshape2 taRifx blocksdesign lme4 plyr PolynomF spam maps Rcpp stringr minqa nloptr statmod RcppEigen dotCall64 glue magrittr stringi";19;NA;NA;NA
"spatialfusion";"0.6-2";"GPL (>= 3)";"no";"Rcpp rstan sp SDraw fields spam maps StanHeaders ggplot2 inline gridExtra loo pkgbuild RcppEigen BH spsurvey rgeos deldir covr digest jsonlite rex httr crayon withr yaml glue gtable isoband rlang scales tibble checkmate matrixStats callr cli desc prettyunits R6 rprojroot dotCall64 sf crossdes Hmisc RcppParallel processx backports assertthat fansi AlgDesign gtools Formula latticeExtra acepack data.table htmlTable viridis htmltools base64enc curl mime openssl testthat lazyeval farver labeling lifecycle munsell RColorBrewer viridisLite classInt DBI magrittr units ellipsis pillar pkgconfig vctrs e1071 stringr knitr htmlwidgets rstudioapi png jpeg colorspace askpass utf8 ps evaluate pkgload praise sys highr markdown xfun stringi";97;NA;NA;NA
"SpatialGraph";"1.0-2";"GPL (>= 2)";"no";"igraph rgeos shape sp splancs magrittr pkgconfig";7;NA;NA;NA
"SpatialKDE";"0.6.1";"MIT + file LICENSE";"yes";"Rcpp sf dplyr glue magrittr rlang raster ellipsis generics lifecycle R6 tibble tidyselect vctrs sp classInt DBI units e1071 cli crayon fansi pillar pkgconfig purrr digest assertthat utf8";28;NA;NA;NA
"SpatialML";"0.1.3";"GPL (>= 2)";"no";"randomForest";1;"R-SpatialML";"SpatialML_0.1.3.tar.gz";"0.1.3"
"spatialnbda";"1.0";"GPL";"no";"SocialNetworks mvtnorm Rcpp";3;"R-spatialnbda";"spatialnbda_1.0.tar.gz";"1.0"
"SpatialNP";"1.1-4";"GPL-2";"yes";"";0;"R-SpatialNP";"SpatialNP_1.1-4.tar.gz";"1.1-4"
"SpatialPack";"0.3-8";"GPL (>= 2.0)";"yes";"";0;"R-SpatialPack";"SpatialPack_0.3-8.tar.gz";"0.3-8"
"SpatialPosition";"2.0.1";"GPL-3";"no";"sf sp rgeos isoband raster Rcpp testthat classInt DBI magrittr units e1071 cli crayon digest ellipsis evaluate pkgload praise R6 rlang withr assertthat glue fansi desc pkgbuild rprojroot rstudioapi callr prettyunits backports processx ps";34;NA;NA;NA
"spatialprobit";"0.9-11";"GPL (>= 2)";"no";"spdep mvtnorm tmvtnorm sp spData sf deldir LearnBayes coda expm gmodels gmm sandwich gdata classInt DBI magrittr Rcpp units raster e1071 gtools zoo";23;NA;NA;NA
"spatialreg";"1.1-5";"GPL-2";"yes";"spData spdep expm coda LearnBayes gmodels gdata sp raster sf deldir gtools Rcpp classInt DBI magrittr units e1071";18;NA;NA;NA
"spatialrisk";"0.6.7";"GPL (>= 2)";"yes";"automap classInt dplyr fs ggplot2 gstat lubridate Rcpp RcppProgress sf sp tmap viridis vroom reshape e1071 ellipsis generics glue lifecycle magrittr R6 rlang tibble tidyselect vctrs digest gtable isoband scales withr zoo spacetime FNN DBI units tmaptools stars RColorBrewer viridisLite htmltools htmlwidgets leaflet leafsync leafem gridExtra bit64 crayon hms progress bit pkgconfig jsonlite yaml testthat mapdeck raster base64enc png crosstalk markdown leaflet.providers prettyunits plyr farver labeling munsell xts intervals abind lwgeom cli fansi pillar purrr dichromat XML assertthat lazyeval colourvalues googlePolylines geojsonsf jsonify shiny sfheaders BH rapidjsonr spatialwidget xfun mime colorspace utf8 evaluate pkgload praise curl desc pkgbuild rprojroot rstudioapi httpuv xtable sourcetools later promises fastmap callr backports processx ps";110;NA;NA;NA
"SpatialRoMLE";"0.1.0";"GPL-3";"no";"";0;"R-SpatialRoMLE";"SpatialRoMLE_0.1.0.tar.gz";"0.1.0"
"spatialsegregation";"2.45";"GPL";"yes";"spatstat spatstat.data spatstat.utils deldir abind tensor polyclip goftest";8;NA;NA;NA
"SpatialTools";"1.0.4";"GPL (>= 2)";"yes";"spBayes Rcpp RcppArmadillo coda sp magic Formula abind";8;NA;NA;NA
"SpatialVS";"1.1";"GPL-2";"no";"fields spam maps dotCall64";4;NA;NA;NA
"SpatialVx";"0.6-5";"GPL (>= 2)";"no";"spatstat fields smoothie smatr turboEM distillery maps CircStats fastcluster waveslim spam spatstat.data spatstat.utils deldir abind tensor polyclip goftest doParallel foreach numDeriv quantreg iterators SparseM MatrixModels dotCall64";26;NA;NA;NA
"spatialwarnings";"2.0.0";"MIT + file LICENSE";"yes";"future Rcpp ggplot2 plyr tidyr future.apply gsl RcppArmadillo digest globals listenv glue gtable isoband rlang scales tibble withr dplyr ellipsis magrittr purrr stringi tidyselect vctrs lifecycle generics R6 testthat farver labeling munsell RColorBrewer viridisLite cli crayon fansi pillar pkgconfig assertthat colorspace utf8 evaluate pkgload praise desc pkgbuild rprojroot rstudioapi callr prettyunits backports processx ps";54;NA;NA;NA
"spatialwidget";"0.2.2";"GPL-3";"yes";"Rcpp BH colourvalues geojsonsf jsonify rapidjsonr sfheaders curl";8;NA;NA;NA
"SpaTimeClus";"1.0";"GPL (>= 2)";"yes";"Rcpp RcppArmadillo";2;"R-SpaTimeClus";"SpaTimeClus_1.0.tar.gz";"1.0"
"SpatMCA";"1.0.1.0";"GPL-2";"yes";"Rcpp RcppParallel fields RcppArmadillo spam maps dotCall64";7;NA;NA;NA
"SpatPCA";"1.2.0.1";"GPL-3";"yes";"Rcpp RcppParallel RcppArmadillo";3;NA;NA;NA
"SpATS";"1.0-11";"GPL";"no";"fields plot3Drgl spam data.table maps rgl plot3D dotCall64 misc3d htmlwidgets htmltools knitr jsonlite shiny magrittr crosstalk manipulateWidget lazyeval R6 digest Rcpp rlang yaml evaluate highr markdown stringr xfun miniUI base64enc webshot httpuv mime xtable sourcetools later promises crayon fastmap BH glue stringi callr processx ps";45;NA;NA;NA
"spatsoc";"0.1.13";"GPL-3 | file LICENSE";"no";"data.table sp rgeos adehabitatHR igraph deldir ade4 adehabitatMA adehabitatLT magrittr pkgconfig pixmap CircStats filehash";14;NA;NA;NA
"spatstat";"1.64-1";"GPL (>= 2)";"yes";"spatstat.data spatstat.utils deldir abind tensor polyclip goftest";7;"R-spatstat";"spatstat_1.63-3.tar.gz";"1.63-3"
"spatstat.data";"1.4-3";"GPL (>= 2)";"no";"spatstat.utils";1;"R-spatstat.data";"spatstat.data_1.4-3.tar.gz";"1.4-3"
"spatstat.gui";"1.0-2";"GPL (>= 2)";"no";"spatstat rpanel spatstat.utils spatstat.data deldir abind tensor polyclip goftest";9;NA;NA;NA
"spatstat.Knet";"1.12-2";"GPL (>= 2)";"yes";"spatstat spatstat.utils spatstat.data deldir abind tensor polyclip goftest";8;NA;NA;NA
"spatstat.local";"3.6-0";"GPL (>= 2)";"no";"spatstat tensor spatstat.utils spatstat.data deldir abind polyclip goftest";8;NA;NA;NA
"spatstat.sparse";"1.1-0";"GPL (>= 2)";"yes";"abind tensor spatstat.utils";3;NA;NA;NA
"spatstat.utils";"1.17-0";"GPL (>= 2)";"yes";"";0;"R-spatstat.utils";"spatstat.utils_1.17-0.tar.gz";"1.17-0"
"spatsurv";"1.5";"GPL-3";"no";"sp spatstat raster iterators RandomFields fields stringr rgeos RColorBrewer lubridate spam maps generics Rcpp RandomFieldsUtils spatstat.data spatstat.utils deldir abind tensor polyclip goftest glue magrittr stringi dotCall64";26;NA;NA;NA
"spbabel";"0.5.1";"GPL-3";"no";"dplyr sp tibble rlang ellipsis generics glue lifecycle magrittr R6 tidyselect vctrs cli crayon fansi pillar pkgconfig assertthat utf8 purrr digest";21;NA;NA;NA
"spBayes";"0.4-3";"GPL (>= 2)";"yes";"coda sp magic Formula abind";5;"R-spBayes";"spBayes_0.4-3.tar.gz";"0.4-3"
"spBayesSurv";"1.1.4";"GPL (>= 2)";"yes";"Rcpp coda fields RcppArmadillo spam maps dotCall64";7;NA;NA;NA
"spBFA";"1.0";"GPL (>= 2)";"yes";"msm mvtnorm pgdraw Rcpp RcppArmadillo expm";6;NA;NA;NA
"Spbsampling";"1.3.3";"GPL-3";"yes";"Rcpp RcppArmadillo";2;"R-Spbsampling";"Spbsampling_1.3.3.tar.gz";"1.3.3"
"spc";"0.6.4";"GPL (>= 2)";"yes";"";0;"R-spc";"spc_0.6.3.tar.gz";"0.6.3"
"spc4sts";"0.5.2";"GPL-2";"no";"LS2Wstat gridExtra gtable LS2W matrixStats RandomFields spdep wavethresh sp RandomFieldsUtils spData sf deldir LearnBayes coda expm gmodels gdata classInt DBI magrittr Rcpp units raster e1071 gtools";26;NA;NA;NA
"spcadjust";"1.1";"GPL (>= 2)";"no";"";0;"R-spcadjust";"spcadjust_1.1.tar.gz";"1.1"
"SPCALDA";"1.0";"GPL-2";"no";"";0;"R-SPCALDA";"SPCALDA_1.0.tar.gz";"1.0"
"SPCAvRP";"0.4";"GPL-3";"no";"";0;"R-SPCAvRP";"SPCAvRP_0.4.tar.gz";"0.4"
"SPCDAnalyze";"0.1.0";"Unlimited";"no";"lme4 plyr minqa nloptr statmod Rcpp RcppEigen";7;NA;NA;NA
"spcosa";"0.3-9";"GPL (>= 3)";"no";"rJava sp ggplot2 digest glue gtable isoband rlang scales tibble withr Rcpp testthat farver labeling lifecycle munsell R6 RColorBrewer viridisLite cli crayon ellipsis fansi magrittr pillar pkgconfig vctrs assertthat colorspace utf8 evaluate pkgload praise desc pkgbuild rprojroot rstudioapi callr prettyunits backports processx ps";43;NA;NA;NA
"spcov";"1.01";"GPL-2";"no";"";0;"R-spcov";"spcov_1.01.tar.gz";"1.01"
"spCP";"1.2";"GPL (>= 2)";"yes";"msm mvtnorm Rcpp RcppArmadillo expm";5;NA;NA;NA
"spcr";"2.0";"GPL (>= 2)";"yes";"";0;"R-spcr";"spcr_2.0.tar.gz";"2.0"
"spd";"2.0-1";"GPL";"no";"";0;"R-spd";"spd_2.0-1.tar.gz";"2.0-1"
"spData";"0.3.5";"CC0";"no";"sp raster Rcpp";3;NA;NA;NA
"spdep";"1.1-3";"GPL (>= 2)";"yes";"sp spData sf deldir LearnBayes coda expm gmodels gdata classInt DBI magrittr Rcpp units raster e1071 gtools";17;NA;NA;NA
"spdownscale";"0.1.0";"GPL-2";"no";"";0;"R-spdownscale";"spdownscale_0.1.0.tar.gz";"0.1.0"
"spdplyr";"0.4.0";"GPL-3";"no";"dplyr sp rlang spbabel tibble ellipsis generics glue lifecycle magrittr R6 tidyselect vctrs cli crayon fansi pillar pkgconfig assertthat utf8 purrr digest";22;NA;NA;NA
"spduration";"0.17.1";"GPL-3";"yes";"corpcor forecast plyr Rcpp separationplot xtable RcppArmadillo colorspace fracdiff ggplot2 lmtest magrittr timeDate tseries urca zoo RColorBrewer Hmisc digest glue gtable isoband rlang scales tibble withr Formula latticeExtra acepack gridExtra data.table htmlTable viridis htmltools base64enc quadprog quantmod stringr knitr checkmate htmlwidgets rstudioapi testthat png jpeg xts TTR curl farver labeling lifecycle munsell R6 viridisLite cli crayon ellipsis fansi pillar pkgconfig vctrs backports assertthat jsonlite yaml evaluate highr markdown xfun utf8 stringi pkgload praise mime desc pkgbuild rprojroot callr prettyunits processx ps";81;NA;NA;NA
"spdynmod";"1.1.5";"GPL (>= 2)";"no";"raster sp deSolve animation magick Rcpp magrittr curl";8;NA;NA;NA
"spe";"1.1.2";"GPL";"yes";"";0;"R-spe";"spe_1.1.2.tar.gz";"1.1.2"
"speaq";"2.6.1";"Apache License 2.0";"no";"MassSpecWavelet mQTL doSNOW data.table foreach Rfast ggplot2 gridExtra reshape2 rvest xml2 missForest impute iterators snow digest glue gtable isoband rlang scales tibble withr randomForest itertools qtl outliers plyr Rcpp stringr RcppZiggurat RcppArmadillo httr magrittr selectr curl jsonlite mime openssl R6 testthat RcppGSL farver labeling lifecycle munsell RColorBrewer viridisLite stringi cli crayon ellipsis fansi pillar pkgconfig vctrs assertthat colorspace askpass utf8 evaluate pkgload praise sys desc pkgbuild rprojroot rstudioapi callr prettyunits backports processx ps";73;NA;NA;NA
"spearmanCI";"1.0";"GPL (>= 3)";"no";"emplik quantreg SparseM MatrixModels";4;NA;NA;NA
"spec";"0.1.7";"GPL-3";"no";"encode csv magrittr data.table stringi";5;"R-spec";"spec_0.1.7.tar.gz";"0.1.7"
"speccalt";"0.1.1";"LGPL-3";"no";"";0;"R-speccalt";"speccalt_0.1.1.tar.gz";"0.1.1"
"SpecDetec";"1.0.0";"GPL-3";"no";"abind";1;"R-SpecDetec";"SpecDetec_1.0.0.tar.gz";"1.0.0"
"SpecHelpers";"0.2.7";"GPL-3";"no";"gsubfn splancs proto sp";4;"R-SpecHelpers";"SpecHelpers_0.2.7.tar.gz";"0.2.7"
"SPECIES";"1.0";"GPL-2";"yes";"";0;"R-SPECIES";"SPECIES_1.0.tar.gz";"1.0"
"specklestar";"0.0.1.7";"GPL-2";"yes";"Rcpp";1;NA;NA;NA
"specr";"0.2.1";"GPL-3";"no";"broom cowplot dplyr ggplot2 ggraph glue igraph lme4 magrittr purrr rlang tibble tidyr backports generics reshape2 stringr gtable scales ellipsis lifecycle R6 tidyselect vctrs digest isoband withr Rcpp ggforce ggrepel viridis tidygraph graphlayouts pkgconfig minqa nloptr statmod RcppEigen cli crayon fansi pillar stringi assertthat tweenr polyclip RcppArmadillo testthat utf8 plyr farver labeling munsell RColorBrewer viridisLite gridExtra colorspace evaluate pkgload praise desc pkgbuild rprojroot rstudioapi callr prettyunits processx ps";68;NA;NA;NA
"SpecsVerification";"0.5-3";"GPL (>= 2)";"yes";"Rcpp RcppArmadillo";2;"R-SpecsVerification";"SpecsVerification_0.5-3.tar.gz";"0.5-3"
"spectacles";"0.5-2-2";"GPL-3";"no";"ggplot2 plyr reshape2 stringr baseline signal epiR SparseM limSolve BiasedUrn digest glue gtable isoband rlang scales tibble withr Rcpp magrittr stringi testthat quadprog lpSolve farver labeling lifecycle munsell R6 RColorBrewer viridisLite cli crayon ellipsis fansi pillar pkgconfig vctrs assertthat colorspace utf8 evaluate pkgload praise desc pkgbuild rprojroot rstudioapi callr prettyunits backports processx ps";53;NA;NA;NA
"spectral";"1.3";"GPL-2";"no";"rasterImage plotrix";2;"R-spectral";"spectral_1.3.tar.gz";"1.3"
"spectral.methods";"0.7.2.133";"GPL-2";"no";"Rssa raster abind RNetCDF ncdf.tools foreach JBTools DistributionUtils RColorBrewer iterators gplots colorspace plotrix chron sp Rcpp svd forecast fracdiff ggplot2 lmtest magrittr timeDate tseries urca zoo RcppArmadillo gtools gdata caTools bitops digest glue gtable isoband rlang scales tibble withr quadprog quantmod testthat xts TTR curl farver labeling lifecycle munsell R6 viridisLite cli crayon ellipsis fansi pillar pkgconfig vctrs assertthat utf8 evaluate pkgload praise desc pkgbuild rprojroot rstudioapi callr prettyunits backports processx ps";72;NA;NA;NA
"spectralAnalysis";"3.12.0";"GPL-3";"no";"baseline BiocGenerics data.table ggplot2 jsonlite magrittr nnls NMF plotly plyr RColorBrewer signal viridis hNMF SparseM limSolve digest glue gtable isoband rlang scales tibble withr oro.nifti R.matlab spatialfil rasterImage pkgmaker registry rngtools stringr gridBase colorspace foreach doParallel reshape2 BiocManager Biobase httr viridisLite base64enc htmltools htmlwidgets tidyr hexbin dplyr lazyeval crosstalk purrr promises Rcpp gridExtra R6 iterators ellipsis generics lifecycle tidyselect vctrs yaml curl mime openssl testthat quadprog lpSolve bitops abind RNifti rticles stringi xtable bibtex assertthat later R.methodsS3 R.oo R.utils plotrix farver labeling munsell fields cli crayon fansi pillar pkgconfig spam maps BH askpass utf8 rmarkdown knitr tinytex xfun evaluate pkgload praise sys highr markdown desc pkgbuild rprojroot rstudioapi dotCall64 callr prettyunits backports processx ps";114;NA;NA;NA
"spectralGP";"1.3.3";"GPL (>= 2)";"no";"";0;"R-spectralGP";"spectralGP_1.3.3.tar.gz";"1.3.3"
"spectralGraphTopology";"0.2.0";"GPL-3";"yes";"Rcpp progress rlist RcppArmadillo RcppEigen hms prettyunits R6 crayon yaml jsonlite XML data.table pkgconfig rlang vctrs ellipsis digest glue";19;NA;NA;NA
"SpectralMap";"1.0";"GNU General Public License version 2";"no";"scatterplot3d fields spam maps dotCall64";5;NA;NA;NA
"spectrolab";"0.0.9";"GPL-3";"no";"prospectr RColorBrewer shiny shinyjs devtools usethis callr cli covr crayon desc digest DT ellipsis glue git2r httr jsonlite memoise pkgbuild pkgload rcmdcheck remotes rlang roxygen2 rstudioapi rversions sessioninfo testthat withr foreach iterators Rcpp RcppArmadillo httpuv mime xtable htmltools R6 sourcetools later promises fastmap clipr curl fs gh purrr rematch2 rprojroot whisker yaml processx assertthat fansi rex htmlwidgets magrittr crosstalk ini BH openssl prettyunits xopen tibble brew commonmark knitr stringi stringr xml2 backports evaluate praise lazyeval highr markdown xfun askpass ps lifecycle pillar pkgconfig vctrs sys utf8";86;NA;NA;NA
"Spectrum";"1.1";"AGPL-3";"no";"ggplot2 ClusterR Rfast diptest gtools Rcpp gmp RcppArmadillo digest glue gtable isoband rlang scales tibble withr RcppZiggurat testthat RcppGSL farver labeling lifecycle munsell R6 RColorBrewer viridisLite cli crayon ellipsis fansi magrittr pillar pkgconfig vctrs assertthat colorspace utf8 evaluate pkgload praise desc pkgbuild rprojroot rstudioapi callr prettyunits backports processx ps";49;NA;NA;NA
"sped";"0.2-1";"GPL (>= 2)";"yes";"pooh";1;"R-sped";"sped_0.2-1.tar.gz";"0.2-1"
"SPEDInstabR";"1.8";"GPL (>= 2)";"no";"";0;NA;NA;NA
"speech";"0.1.0";"GPL-3";"no";"dplyr lubridate magrittr purrr tabulizer stringr tibble tm tidyr pdftools ellipsis generics glue lifecycle R6 rlang tidyselect vctrs Rcpp qpdf stringi png rJava tabulizerjars cli crayon fansi pillar pkgconfig NLP slam xml2 BH assertthat utf8 askpass curl digest sys";39;NA;NA;NA
"speedglm";"0.3-2";"GPL";"no";"";0;"R-speedglm";"speedglm_0.3-2.tar.gz";"0.3-2"
"spef";"1.0.9";"GPL (>= 3)";"yes";"BB SQUAREM ggplot2 sm plyr nleqslv quadprog digest glue gtable isoband rlang scales tibble withr Rcpp testthat farver labeling lifecycle munsell R6 RColorBrewer viridisLite cli crayon ellipsis fansi magrittr pillar pkgconfig vctrs assertthat colorspace utf8 evaluate pkgload praise desc pkgbuild rprojroot rstudioapi callr prettyunits backports processx ps";47;NA;NA;NA
"speff2trial";"1.0.4";"GPL-2";"no";"leaps";1;"R-speff2trial";"speff2trial_1.0.4.tar.gz";"1.0.4"
"SPEI";"1.7";"GPL-2";"no";"lmomco ggplot2 digest glue gtable isoband rlang scales tibble withr goftest Lmoments Rcpp testthat RcppArmadillo farver labeling lifecycle munsell R6 RColorBrewer viridisLite cli crayon ellipsis fansi magrittr pillar pkgconfig vctrs assertthat colorspace utf8 evaluate pkgload praise desc pkgbuild rprojroot rstudioapi callr prettyunits backports processx ps";45;NA;NA;NA
"spellcheckr";"0.1.2";"GPL-2 | GPL-3";"no";"data.table dplyr stringr ellipsis generics glue lifecycle magrittr R6 rlang tibble tidyselect vctrs stringi cli crayon fansi pillar pkgconfig purrr digest assertthat utf8";23;NA;NA;NA
"spelling";"2.1";"MIT + file LICENSE";"no";"commonmark xml2 hunspell knitr Rcpp digest evaluate highr markdown stringr yaml xfun mime glue magrittr stringi";16;NA;NA;NA
"spemd";"0.1-1";"GPL-3";"no";"sp spdep MBA BH spData sf deldir LearnBayes coda expm gmodels gdata classInt DBI magrittr Rcpp units raster e1071 gtools";20;NA;NA;NA
"sperich";"1.5-8";"GPL (>= 2)";"no";"sp rgdal foreach iterators";4;NA;NA;NA
"sperrorest";"3.0.1";"GPL-3";"no";"future future.apply ROCR stringr digest globals listenv gplots glue magrittr stringi gtools gdata caTools bitops";15;NA;NA;NA
"spex";"0.6.0";"GPL-3";"no";"quadmesh raster reproj sp gridBase viridis png geometry scales Rcpp proj4 PROJ crsmeta magic lpSolve linprog RcppProgress farver labeling lifecycle munsell R6 RColorBrewer viridisLite ggplot2 gridExtra digest glue gtable isoband rlang tibble withr abind colorspace testthat cli crayon ellipsis fansi magrittr pillar pkgconfig vctrs assertthat utf8 evaluate pkgload praise desc pkgbuild rprojroot rstudioapi callr prettyunits backports processx ps";58;NA;NA;NA
"spfrontier";"0.2.5";"GPL (>= 2)";"no";"moments tmvtnorm mvtnorm spdep ezsim optimx numDeriv foreach ggplot2 digest plyr reshape Jmisc sp spData sf deldir LearnBayes coda expm gmodels gmm iterators glue gtable isoband rlang scales tibble withr sandwich gdata Rcpp classInt DBI magrittr units raster e1071 gtools testthat zoo farver labeling lifecycle munsell R6 RColorBrewer viridisLite cli crayon ellipsis fansi pillar pkgconfig vctrs assertthat colorspace utf8 evaluate pkgload praise desc pkgbuild rprojroot rstudioapi callr prettyunits backports processx ps";71;NA;NA;NA
"spFSR";"1.0.0";"GPL-3";"no";"mlr parallelMap tictoc ggplot2 mlbench digest glue gtable isoband rlang scales tibble withr ParamHelpers backports BBmisc checkmate data.table stringi XML Rcpp testthat fastmatch farver labeling lifecycle munsell R6 RColorBrewer viridisLite cli crayon ellipsis fansi magrittr pillar pkgconfig vctrs assertthat colorspace utf8 evaluate pkgload praise desc pkgbuild rprojroot rstudioapi callr prettyunits processx ps";52;NA;NA;NA
"spftir";"0.1.0";"GPL-2";"no";"pracma";1;"R-spftir";"spftir_0.1.0.tar.gz";"0.1.0"
"spGARCH";"0.2.1";"GPL";"yes";"Rcpp truncnorm Rsolnp spdep nleqslv RcppEigen sp spData sf deldir LearnBayes coda expm gmodels gdata classInt DBI magrittr units raster e1071 gtools";22;NA;NA;NA
"spgrass6";"0.8-9";"GPL (>= 2)";"no";"sp XML";2;NA;NA;NA
"spgs";"1.0-3";"GPL (>= 2)";"yes";"";0;"R-spgs";"spgs_1.0-3.tar.gz";"1.0-3"
"spgwr";"0.6-33";"GPL (>= 2)";"yes";"sp spData raster Rcpp";4;NA;NA;NA
"spherepc";"0.1.4";"GPL (>= 3)";"no";"geosphere rgl sphereplot sp htmlwidgets htmltools knitr jsonlite shiny magrittr crosstalk manipulateWidget lazyeval R6 digest Rcpp rlang yaml evaluate highr markdown stringr xfun miniUI base64enc webshot httpuv mime xtable sourcetools later promises crayon fastmap BH glue stringi callr processx ps";40;NA;NA;NA
"sphereplot";"1.5";"GPL-2";"no";"rgl htmlwidgets htmltools knitr jsonlite shiny magrittr crosstalk manipulateWidget lazyeval R6 digest Rcpp rlang yaml evaluate highr markdown stringr xfun miniUI base64enc webshot httpuv mime xtable sourcetools later promises crayon fastmap BH glue stringi callr processx ps";37;NA;NA;NA
"SphericalCubature";"1.4";"GPL (>= 2)";"no";"cubature SimplicialCubature mvmesh abind Rcpp rcdd rgl geometry magic lpSolve linprog RcppProgress htmlwidgets htmltools knitr jsonlite shiny magrittr crosstalk manipulateWidget lazyeval R6 digest rlang yaml evaluate highr markdown stringr xfun miniUI base64enc webshot httpuv mime xtable sourcetools later promises crayon fastmap BH glue stringi callr processx ps";47;NA;NA;NA
"SphericalK";"1.2";"GPL (>= 2)";"no";"";0;"R-SphericalK";"SphericalK_1.2.tar.gz";"1.2"
"sphet";"1.7";"GPL-2";"no";"spdep sp spData sf deldir LearnBayes coda expm gmodels gdata classInt DBI magrittr Rcpp units raster e1071 gtools";18;NA;NA;NA
"spi";"1.1";"GPL-2";"no";"";0;"R-spi";"spi_1.1.tar.gz";"1.1"
"SPIAssay";"1.1.0";"GPL (>= 2)";"no";"";0;"R-SPIAssay";"SPIAssay_1.1.0.tar.gz";"1.1.0"
